Model_1	Model_2	Annotator_1	Annotator_2	V	Chambre	Emplacement	Rapport qualité-prix	Ambiance	Personnel
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_9@mail.com	annotator_8@mail.com	sample	0.39042954144878106	0.47065404444141057	0.17535494960858342	0.32263114663601034	0.6765640363879526
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_9@mail.com	annotator_1@mail.com	sample	0.38652469844705717	0.4540377861841142	0.16899530684732408	0.32940669850577686	0.6344996024125756
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_9@mail.com	annotator_7@mail.com	sample	0.336074343951188	0.38787100337726593	0.19405776980397788	0.2948832985617791	0.613039227128123
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_9@mail.com	annotator_5@mail.com	sample	0.43827655854024766	0.4198806243124337	0.220261034014964	0.33735252567174645	0.6552701171217554
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_9@mail.com	annotator_6@mail.com	sample	0.4510441309634654	0.45845939707396033	0.27144912400109644	0.3743240800629139	0.6353873239588103
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_9@mail.com	annotator_9@mail.com	sample	0.3390326687911002	0.45182284128835254	0.21458915850348198	0.2965961925349934	0.697217783875246
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_9@mail.com	annotator_12@mail.com	sample	0.40260096419287306	0.4532725712966561	0.29126808552812145	0.31101529861989863	0.6434778999762111
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_9@mail.com	annotator_11@mail.com	sample	0.4287230124283106	0.5566039717417254	0.2780221999042125	0.33958289950784915	0.716545357890053
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_9@mail.com	annotator_2@mail.com	sample	0.4946175304875756	0.5424711250358145	0.28684149453382957	0.34813108517111363	0.6377271078501342
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_13@mail.com	sample	0.4370048797374297	0.43087395763848935	0.2502858225009537	0.3773951253887985	0.6905471850875146
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_3@mail.com	sample	0.3767204847726247	0.45820576127631674	0.2181337692254724	0.3200082944501817	0.6343799439570241
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_4@mail.com	sample	0.4206423418074827	0.6146375688418488	0.27553026304814227	0.32621674542306917	0.6803385387694753
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_10@mail.com	sample	0.4929854061096939	0.6423833965481216	0.2765286427665148	0.36006207955891145	0.6822200505325827
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_8@mail.com	sample	0.3678432873881954	0.49194421424794343	0.1872623216904645	0.3665598815915904	0.7001336857286049
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_1@mail.com	sample	0.35961286119102176	0.4571607397208263	0.17296434430542237	0.3363721987655536	0.6775621207748785
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_7@mail.com	sample	0.31646934049048325	0.39106414496270225	0.20314218145079663	0.30241184266922205	0.631343492621654
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_5@mail.com	sample	0.4170740895407512	0.42951344121316015	0.25319818338295785	0.3311463514500418	0.6731740666279733
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_6@mail.com	sample	0.4255627350099877	0.46156094681405085	0.26868462525294295	0.3482976504783564	0.6602677213814266
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_9@mail.com	sample	0.3178269712334631	0.4483012904548785	0.1849191106134429	0.29874824465945454	0.7234122941487043
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_12@mail.com	sample	0.3866779390140956	0.45639457276380574	0.28615149059963607	0.3209372816834282	0.6789190834071661
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_11@mail.com	sample	0.4070345406476139	0.5577523540823983	0.2767220277343584	0.3204953629949674	0.7465759577132103
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_12@mail.com	annotator_2@mail.com	sample	0.4744096154950769	0.5513889192287302	0.29710591637452255	0.3240897332496452	0.6579353578820825
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_13@mail.com	sample	0.4310148361802947	0.4379700597318143	0.23400165935546693	0.3731534717046903	0.6612279383237654
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_3@mail.com	sample	0.36879508192947363	0.47533618526481475	0.22032055335780587	0.30930089731875227	0.6079997488366788
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_4@mail.com	sample	0.40819129699623014	0.6489421388602229	0.23589943541453504	0.3193159954846345	0.6800541965656097
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_10@mail.com	sample	0.47315600014902687	0.660658406612844	0.25524091743902827	0.32198154821022046	0.653771600923507
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_8@mail.com	sample	0.3598341364400288	0.491314725075259	0.1834574947431878	0.31696568925210916	0.6895098355949162
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_1@mail.com	sample	0.353603118066111	0.4759143515841621	0.15770986006150706	0.3180436946418714	0.648255943345463
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_7@mail.com	sample	0.30981871286199064	0.40203650168484073	0.20381537175029169	0.29165029512991564	0.6119814551737995
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_5@mail.com	sample	0.4044432740983895	0.4404398563188926	0.2117506873060893	0.3196812924363168	0.6495578817599048
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_6@mail.com	sample	0.41905885999139175	0.4749971661227334	0.28266770897734683	0.3524983624286447	0.6333830653965529
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_9@mail.com	sample	0.31159665460771124	0.4759143515841621	0.19611935131648958	0.27603787155154624	0.6951200149820517
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_12@mail.com	sample	0.37968691073355537	0.4752180793525777	0.2834364372137752	0.30343488369780597	0.6489783397863296
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_11@mail.com	sample	0.4009341657217553	0.5791670056820677	0.2733669807118178	0.30664969534099157	0.7227159716465639
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_11@mail.com	annotator_2@mail.com	sample	0.4598616885451033	0.5711545287255727	0.2865062659570485	0.3095341584711693	0.6407797752183172
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_13@mail.com	sample	0.47590191725812414	0.44576919441737134	0.21090143735768735	0.3638193903586135	0.6821287920426565
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_3@mail.com	sample	0.4181855007414497	0.47079728315518776	0.1839250958860147	0.32854787607655733	0.6333323550285036
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_4@mail.com	sample	0.4511664665006929	0.6418494705433918	0.25266789848067156	0.31946992232300486	0.6729467786013611
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_10@mail.com	sample	0.49784808031336025	0.6561314671662185	0.2584453893129798	0.34750205011990354	0.6818251131676794
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_8@mail.com	sample	0.40934782238198586	0.4957403041762748	0.13241307637414448	0.3359076615679216	0.7043385777392891
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_1@mail.com	sample	0.4035099440460265	0.46606164085520635	0.14507978980061975	0.34070432581800747	0.6711927015846038
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_7@mail.com	sample	0.34439390672420606	0.40048199521598976	0.15629035157692261	0.2994752402896284	0.6303477300711765
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_5@mail.com	sample	0.45963817902066745	0.4389583841742985	0.18519347793324098	0.3173975903338857	0.667588334195698
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_6@mail.com	sample	0.4732342109362591	0.47232074258667867	0.2766446582104122	0.3606954113060404	0.661940756136432
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_9@mail.com	sample	0.34450596849080994	0.4616326968848516	0.17364062654374973	0.29563051333150014	0.7180548417803293
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_12@mail.com	sample	0.42047078510651614	0.46755010192541524	0.2563370547805594	0.31250504802042944	0.6781367303386792
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_11@mail.com	sample	0.44094733584727347	0.5667207907414886	0.2602042644136831	0.32671814941904836	0.7438269002258131
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_2@mail.com	annotator_2@mail.com	sample	0.5273272742929194	0.5636360095560559	0.273980805812747	0.3379560257850892	0.6574101686501796
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_13@mail.com	full	0.44328467383464565	0.46912238859814503	0.17575199435284863	0.3204472346365474	0.6494939102353233
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_3@mail.com	full	0.37712309232412516	0.42664438227696583	0.15131994985985897	0.28361792152742893	0.6306986973487921
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_4@mail.com	full	0.41257566236832643	0.5166306792269315	0.1987099251660674	0.2891412614698104	0.6826239881195917
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_10@mail.com	full	0.46643559970371173	0.6069386114904134	0.16709444273945162	0.29229488627555816	0.661086777853035
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_8@mail.com	full	0.3497202891224491	0.4283757262100681	0.09738476356762206	0.2910678633121925	0.6801063492975544
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_1@mail.com	full	0.3392215944068398	0.4126603402143769	0.11011754508623521	0.3094033315886651	0.6143181659018024
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_7@mail.com	full	0.414482522206815	0.5109875896336071	0.27666715730629865	0.2721899154690614	0.6428742941442095
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_5@mail.com	full	0.3882288756000841	0.3759007114574126	0.12157842533302694	0.25772713707791745	0.6555322791160252
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_6@mail.com	full	0.3924739563968311	0.4373106117871307	0.21350412523934081	0.28281437413815685	0.6356329009454016
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_9@mail.com	full	0.4007258330893906	0.4174829234191836	0.19113610920644042	0.24455197645365678	0.6196153422702808
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_12@mail.com	full	0.4391955442533514	0.48929264537530964	0.25199822669118827	0.28458327411925605	0.6538133392695433
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_11@mail.com	full	0.4104480214401757	0.5124019204762386	0.2000337188003493	0.26711576533741993	0.6873407126782404
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_13@mail.com	annotator_2@mail.com	full	0.46080538115716757	0.5088955231299304	0.197875584388004	0.25295234329308636	0.6396990922507323
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_13@mail.com	full	0.4719499974569826	0.4974998302088381	0.2130449948837217	0.3154244106379276	0.6557670868762696
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_3@mail.com	full	0.4495682022040996	0.4800939300854249	0.19097957792505127	0.2880329679081448	0.6318153145138921
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_4@mail.com	full	0.4831233255295724	0.5946070246964263	0.24439241520068442	0.30455699363504224	0.6789696313036029
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_10@mail.com	full	0.5063837891473187	0.6712124346365208	0.2584453893129798	0.3181250895227672	0.6691660837347028
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_8@mail.com	full	0.4001690912599911	0.4977242226811455	0.11554449159583069	0.30532080067409273	0.6883808982483013
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_1@mail.com	full	0.36578063071227424	0.46317584670432776	0.15274215664763968	0.30081481459897275	0.6224933395389338
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_7@mail.com	full	0.4554643748225924	0.5724726197502629	0.22984318546241864	0.3087428450414705	0.6468612468035183
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_5@mail.com	full	0.4474765046282005	0.43567889735277765	0.16345406524261633	0.2864086909135257	0.6560972633158009
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_6@mail.com	full	0.4598660822504384	0.4751557028601268	0.2717050117012189	0.3297555341013416	0.6342699572328944
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_9@mail.com	full	0.4316861933021441	0.4665579871785272	0.2380365948416532	0.30393953385858136	0.6354881008122197
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_12@mail.com	full	0.48653365364501666	0.5465918028917033	0.3093693081589609	0.3037026486674257	0.6659301547234886
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_11@mail.com	full	0.4622463710665604	0.5855490171844682	0.2561877580733293	0.28061646773558163	0.6817959731568997
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_3@mail.com	annotator_2@mail.com	full	0.5117747730420561	0.5759404345199818	0.2643078733482837	0.3007589182400348	0.637116066340651
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_13@mail.com	full	0.4217041018822758	0.48939219716830584	0.18276483774843633	0.32704019242836724	0.6436955751525008
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_3@mail.com	full	0.39186031787905146	0.4610997772237888	0.157497288751306	0.29075410511928423	0.6200363819831922
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_4@mail.com	full	0.43226046689951864	0.5837837898112649	0.22918551506975976	0.30083292983267595	0.6750489443652656
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_10@mail.com	full	0.469340173070334	0.6538541987337093	0.217518597885371	0.3244297023911045	0.6444040186435149
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_8@mail.com	full	0.35186106219159435	0.48654374632962866	0.07498114028281194	0.28512575453850664	0.6768161392110739
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_1@mail.com	full	0.3211600220235215	0.4489272631227286	0.12207038442519984	0.3037596734311465	0.6135925054333335
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_7@mail.com	full	0.40251426620025593	0.5542087181094121	0.22553899174020253	0.29667802572799035	0.6328738650897447
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_5@mail.com	full	0.3904091283103062	0.418557114341984	0.1136119885143852	0.2830496591403091	0.6426405340507112
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_6@mail.com	full	0.3996067402247621	0.46731047234427264	0.2454791541468786	0.3076020127316491	0.6274342293395456
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_9@mail.com	full	0.38297395002383106	0.4512110956830484	0.1994572992292519	0.2861056504757293	0.6237491738634044
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_12@mail.com	full	0.43111691685392695	0.5295619884651029	0.2803597386795436	0.3012466829337539	0.6458379411173789
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_11@mail.com	full	0.40765884680254705	0.5691276220362121	0.2306962549926988	0.26952047812790514	0.6661687289483007
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_4@mail.com	annotator_2@mail.com	full	0.44815208710131943	0.5544850351377432	0.23988520276645572	0.2850382037503574	0.6273043653110203
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_13@mail.com	full	0.45439319328967237	0.44662560520381334	0.2540072308161466	0.3423951511728091	0.6658474701090473
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_3@mail.com	full	0.42604511591804345	0.4245930010193582	0.25505011866904903	0.3382228295539886	0.6294594741877656
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_4@mail.com	full	0.45955473036512623	0.514686335923447	0.2616458242257101	0.3314036542955836	0.6849907328832002
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_10@mail.com	full	0.5082161414869454	0.5906618206593205	0.26793324236209126	0.37430799867964404	0.6664836389490186
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_8@mail.com	full	0.3797874982064491	0.4378718515339334	0.1442715821550494	0.33997826883877785	0.6884081828574107
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_1@mail.com	full	0.36390815154071676	0.39575228807414026	0.20131475255396156	0.3339229387011835	0.6203445440690227
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_7@mail.com	full	0.43751359402859796	0.503674692958938	0.22603341343349093	0.32670144229218745	0.6533133836652437
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_5@mail.com	full	0.42450864969924856	0.3856776889026882	0.22462146338459507	0.3608447366987499	0.660844964150791
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_6@mail.com	full	0.4481626643528481	0.40798253152329705	0.2676105560416458	0.3857096090500637	0.6417161127158147
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_9@mail.com	full	0.42323217210160285	0.4111984003623434	0.23592336549690018	0.3203902269725777	0.6355745461139017
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_12@mail.com	full	0.4761631062243667	0.4712130399880941	0.3206741716677424	0.32674790169281387	0.6657924047108782
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_11@mail.com	full	0.45343786523024526	0.4973357631219658	0.2828031507465335	0.33075372067745445	0.6813272166985289
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_10@mail.com	annotator_2@mail.com	full	0.494541937300142	0.4895144654069143	0.29214247273688976	0.3453958175584822	0.6437234036873775
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_13@mail.com	full	0.46851373285445425	0.4864668800679464	0.20465971208529812	0.3052429824876877	0.6517274617399453
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_3@mail.com	full	0.4413772423163122	0.47518499557560295	0.2136641847362056	0.2870561109282445	0.630048505576934
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_4@mail.com	full	0.4684470215634064	0.5866462230149967	0.28755799918019637	0.26838340742592703	0.677840761677238
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_10@mail.com	full	0.5146146443334562	0.6492769155247662	0.2670643351145764	0.28638215298105063	0.6599596444262447
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_8@mail.com	full	0.40269843702432273	0.4876749514175847	0.18304377643701694	0.30095378542077295	0.6837731689823524
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_1@mail.com	full	0.3721315151854463	0.44565833438760044	0.21085053306694276	0.32486790001892557	0.6097828530871958
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_7@mail.com	full	0.4593872855565702	0.5595303329730623	0.22522064837112835	0.2775031308837308	0.6449042451868178
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_5@mail.com	full	0.45391679283136244	0.43064276451298195	0.21005909025507566	0.264852679185415	0.6559109503112144
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_6@mail.com	full	0.4671803170469849	0.46305197917475943	0.27750317727350576	0.3149322308225767	0.630048505576934
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_9@mail.com	full	0.43090069250394997	0.455654467079449	0.24560830494968952	0.27488358281952846	0.6336699613467264
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_12@mail.com	full	0.4949161110289733	0.53144879279482	0.31319625031831416	0.29161182114528067	0.6652137190542632
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_11@mail.com	full	0.46659324141596964	0.5648443772004177	0.27186711797702173	0.2535534023977653	0.6746644793526926
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_8@mail.com	annotator_2@mail.com	full	0.5202844606101854	0.5576247264574066	0.3018642855352781	0.2701410660903889	0.6356221636627232
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_13@mail.com	full	0.45578919002559165	0.5058547399333445	0.2238346023770637	0.32480543501968817	0.6563419019488016
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_3@mail.com	full	0.41127497974420363	0.47440897932230824	0.19532258158660268	0.31038282612238943	0.6322356706903883
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_4@mail.com	full	0.4387634865947958	0.6032600630791917	0.23757843837236192	0.2946290331769128	0.6811060473749004
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_10@mail.com	full	0.4862785501179138	0.6489324642008145	0.25761250873015057	0.3041360944403086	0.6629845211781955
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_8@mail.com	full	0.36450177612108364	0.4875082189583554	0.13206330815557343	0.3307742283403331	0.6811962912578403
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_1@mail.com	full	0.3541826938610047	0.45816753684901923	0.15964177943310684	0.340961086061259	0.6113058127835201
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_7@mail.com	full	0.43598315030865353	0.5710612645411904	0.1990271794564097	0.2959721202888154	0.6432692863478131
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_5@mail.com	full	0.4080840108441193	0.4380490327216789	0.15475231477349077	0.29375826845854774	0.6607224788711428
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_6@mail.com	full	0.41561964050173933	0.47711417784243915	0.2667612776804148	0.34752111827789234	0.6346772611346455
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_9@mail.com	full	0.423707760046214	0.461688564104236	0.22753079714720426	0.3004209857523575	0.6334330684962856
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_12@mail.com	full	0.4610390679476721	0.542868418066957	0.3001586458545809	0.32429450283598765	0.6677775277093047
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_11@mail.com	full	0.4113349420893716	0.5916497827065184	0.26783522921283104	0.2760175858444893	0.679971477463014
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_1@mail.com	annotator_2@mail.com	full	0.48231955220566863	0.5679411072257117	0.26776073522190175	0.29498203683048485	0.636090883526976
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_7@mail.com	annotator_13@mail.com	full	0.4856815388216928	0.504823928549534	0.1849464854624945	0.23823155371306623	0.6631970050263081
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_7@mail.com	annotator_3@mail.com	full	0.4255748406341975	0.4788278691017384	0.14058448510791563	0.21954390768957927	0.6526332232640069
Mistral-Small-3.2-24B-Instruct-2506	Llama-3.2-3B-Instruct	annotator_7@mail.com	annotator_4@mail.com	full	0.46456383604534374	0.6035312166858213	0.21622214628411673	0.1898478451245307	0.6722424391250147
